kode_politikus;politikus;kode_Kerabat;kerabat_politikus;tipe_kerabat
Q76179;Megawati Soekarnoputri;Q15646541;Puan Maharani;CHILD
Q76179;Megawati Soekarnoputri;Q17410937;Muhammad Prananda Prabowo;CHILD
Q76179;Megawati Soekarnoputri;Q64823485;Muhammad Rizki Pratama;CHILD
Q76179;Megawati Soekarnoputri;Q4264069;Guruh Soekarnoputra;SIBLING
Q76179;Megawati Soekarnoputri;Q12507600;Rachmawati Soekarnoputri;SIBLING
Q76179;Megawati Soekarnoputri;Q12517042;Sukmawati Soekarnoputri;SIBLING
Q76179;Megawati Soekarnoputri;Q15646490;Kartika Sari Dewi Soekarno;SIBLING
Q76179;Megawati Soekarnoputri;Q49247960;Guntur Soekarnoputra;SIBLING
Q76179;Megawati Soekarnoputri;Q64623726;Taufan Sukarnoputra;SIBLING
Q76179;Megawati Soekarnoputri;Q76127;Sukarno;PARENT
Q76179;Megawati Soekarnoputri;Q468519;Fatmawati;PARENT
Q60330208;Melani Leimena Suharli;Q2642883;Johannes Leimena;PARENT
Q4794037;Melly Goeslaw;Q12497949;Melky Goeslaw;PARENT
Q4794037;Melly Goeslaw;Q12472261;Anto Hoed;SPOUSE
Q101758984;Meutia Geumala;Q101243433;Muhammad Yulius;SPOUSE
Q11081076;Meutia Hatta;Q7585824;Sri Edi Swasono;SPOUSE
Q11081076;Meutia Hatta;Q29050;Mohammad Hatta;PARENT
Q11081076;Meutia Hatta;Q104203322;Sri Juwita Hanum Swasono;CHILD
Q11081076;Meutia Hatta;Q104203331;Tansri Zulfikar Yusuf Swasono;CHILD
Q111040558;Michaela Elsiana Paruntu;Q111040559;James Arthur Kojongian;SPOUSE
Q20426628;Mien Sugandhi;Q85909299;Sugandhi Kartosubroto;SPOUSE
Q31174016;Mochamad Hasbi Asyidiki Jayabaya;Q25469499;Mulyadi Jayabaya;PARENT
Q31174016;Mochamad Hasbi Asyidiki Jayabaya;Q25465872;Iti Octavia Jayabaya;SIBLING
Q96987994;Mochamad Herviano;Q108923484;Nindya Nur Prasasti;SPOUSE
Q96987994;Mochamad Herviano;Q12477379;Budi Gunawan;PARENT
Q4200159;Mochtar Kusumaatmadja;Q106589764;Siti Hadidjah Saleh;SPOUSE
Q4200159;Mochtar Kusumaatmadja;Q106589466;Taslim Kusumaatmadja;PARENT
Q4200159;Mochtar Kusumaatmadja;Q106590090;Nyi Emin Salmini;PARENT
Q4200159;Mochtar Kusumaatmadja;Q4259192;Armida Alisjahbana;CHILD
Q4200159;Mochtar Kusumaatmadja;Q13096807;Sarwono Kusumaatmadja;SIBLING
Q8995080;Mochtar Riady;Q102910389;Si Be Lau;PARENT
Q8995080;Mochtar Riady;Q92589309;Suryawati Lidya;SPOUSE
Q8995080;Mochtar Riady;Q102909928;Li A Pi;PARENT
Q8995080;Mochtar Riady;Q6069896;James Riady;CHILD
Q8995080;Mochtar Riady;Q92590583;Rosy Riady;CHILD
Q8995080;Mochtar Riady;Q102906994;Stephen Riady;CHILD
Q8995080;Mochtar Riady;Q102917023;Minny Riady;CHILD
Q8995080;Mochtar Riady;Q102917324;Andrew Taufan Riady;CHILD
Q8995080;Mochtar Riady;Q102917443;Liliane Lanny Riady;CHILD
Q13095146;Moerdiono;Q16188469;Machica Mochtar;SPOUSE
Q12498760;Mohamad Isa;Q17411392;Sjamsidar Isa;CHILD
Q12498760;Mohamad Isa;Q124313891;Datuk Haji Ismail;PARENT
Q12498760;Mohamad Isa;Q124313903;Zainab binti Muhammad Yusuf;PARENT
Q2327343;Mohammad Natsir;Q112982872;Nur Nahar;SPOUSE
Q2327343;Mohammad Natsir;Q130301782;Mohammad Idris Sutan Saripado;PARENT
Q2327343;Mohammad Natsir;Q130301781;Chadijah;PARENT
Q2327343;Mohammad Natsir;Q108901387;Aisjahtul Asrijah Natsir;CHILD
Q2327343;Mohammad Natsir;Q112982132;Sitti Muchlisah;CHILD
Q2327343;Mohammad Natsir;Q130301780;Rabi'ah;SIBLING
Q2327343;Mohammad Natsir;Q130485137;Johanizoen;SIBLING
Q2327343;Mohammad Natsir;Q130485304;Yukinan;SIBLING
Q18421350;Mohammad Syafa'at Mintaredja;Q137947488;Siti Romlah;SPOUSE
Q18421350;Mohammad Syafa'at Mintaredja;Q136376383;Evac Syafruddin Mintaredja;CHILD
Q18421350;Mohammad Syafa'at Mintaredja;Q137998976;Tito Mintaredja;CHILD
Q18421350;Mohammad Syafa'at Mintaredja;Q137999271;Zsuzsi Mintaredja;CHILD
Q18421350;Mohammad Syafa'at Mintaredja;Q138000118;Tetyana Mintaredja;CHILD
Q3503054;Mohammad Yamin;Q123952220;Usman;PARENT
Q3503054;Mohammad Yamin;Q123982353;Siti Saadah;PARENT
Q3503054;Mohammad Yamin;Q4250939;Adinegoro;SIBLING
Q12498992;Mooryati Soedibyo;Q25457667;Putri Kuswisnu Wardani;CHILD
Q1279930;Moreno Soeprapto;Q124061045;Saja Noor Soeprapto;CHILD
Q1279930;Moreno Soeprapto;Q485781;Ananda Mikola;SIBLING
Q1279930;Moreno Soeprapto;Q124061019;Tinton Soeprapto;PARENT
Q1279930;Moreno Soeprapto;Q124061031;Dewi Anggraini;PARENT
Q1279930;Moreno Soeprapto;Q104155654;Noorani Sukardi;SPOUSE
Q123871415;Muchlis Yusuf Abit;Q17410837;Nasrul Abit;SIBLING
Q12499308;Mudaffar Sjah;Q97307184;Nita Budhi Susanti;SPOUSE
Q12499308;Mudaffar Sjah;Q97306960;Ali Muhammad Tajul Mulk Putra Mudaffar Sjah;CHILD
Q12499308;Mudaffar Sjah;Q97307127;Gajah Mada Satria Nagara Putra Mudaffar Sjah;CHILD
Q12499308;Mudaffar Sjah;Q108896443;Hidayat Mudaffar Sjah;CHILD
Q12499308;Mudaffar Sjah;Q125085460;Firman Mudaffar Sjah;CHILD
Q12499308;Mudaffar Sjah;Q97307143;Iskandar Muhammad Djabir Sjah;PARENT
Q12499327;Muhaimin Iskandar;Q106589401;Muhammad Iskandar;PARENT
Q12499327;Muhaimin Iskandar;Q106589402;Muhassonah;PARENT
Q12499338;Muhammad Alwi Dahlan;Q130341734;Dahlan Sjarif;PARENT
Q12499338;Muhammad Alwi Dahlan;Q130341733;Siti Nursiah Dahlan;PARENT
Q17410769;Muhammad Asli Chaidir;Q49254161;Hendri Septa;CHILD
Q17410769;Muhammad Asli Chaidir;Q123715037;Dean Asli Chaidir;CHILD
Q12499346;Muhammad Dahlan;Q16165026;Aisjah Dahlan;SPOUSE
Q17410777;Muhammad Iqbal;Q124284721;Maya Primasari;SPOUSE
Q17410777;Muhammad Iqbal;Q4838924;Bachtiar Chamsyah;PARENT
Q17410777;Muhammad Iqbal;Q124284685;Roshidah Hanum;PARENT
Q17410777;Muhammad Iqbal;Q124284688;Roshi Ika Putri;SIBLING
Q17410777;Muhammad Iqbal;Q124284696;Rini Irawati;SIBLING
Q4016805;Muhammad Isa Anshary;Q85909203;Endang Saifudin Ashari;CHILD
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q7804233;Mufidah Jusuf Kalla;SPOUSE
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q7804479;Solihin Kalla;CHILD
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q25461644;Chairani Kalla;CHILD
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104172719;Muchlisa Kalla;CHILD
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104172721;Muswira Kalla;CHILD
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104172722;Imelda Kalla;CHILD
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104167523;Halim Kalla;SIBLING
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104167545;Ramlah Kalla;SIBLING
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104167572;Hadji Kalla;PARENT
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q104173806;Athirah Kalla;PARENT
Q96989526;Muhammad Nasir;Q4208129;Muhammad Nazaruddin;SIBLING
Q96989526;Muhammad Nasir;Q108775749;Rita Zahara;SIBLING
Q96989526;Muhammad Nasir;Q96987351;Muhammad Rahul;CHILD
Q96989526;Muhammad Nasir;Q123712207;Muhammad Rohid;CHILD
Q4208129;Muhammad Nazaruddin;Q96989526;Muhammad Nasir;SIBLING
Q17410937;Muhammad Prananda Prabowo;Q76179;Megawati Soekarnoputri;PARENT
Q17410937;Muhammad Prananda Prabowo;Q19748675;Surindro Supjarso;PARENT
Q96987351;Muhammad Rahul;Q123712207;Muhammad Rohid;SIBLING
Q96987351;Muhammad Rahul;Q96989526;Muhammad Nasir;PARENT
Q123712207;Muhammad Rohid;Q96987351;Muhammad Rahul;SIBLING
Q123712207;Muhammad Rohid;Q96989526;Muhammad Nasir;PARENT
Q123871079;Muhammad Taufiqur Rahman;Q123715010;Harneli;PARENT
Q123871079;Muhammad Taufiqur Rahman;Q17410383;Mahyeldi;PARENT
Q12499392;Muhammad Yunus Yosfiah;Q109451076;Prilia Erica Akbar Ricardo Yunus;CHILD
Q20278471;Mukhniarti Basko;Q4867882;Basrizal Koto;SPOUSE
Q20278471;Mukhniarti Basko;Q124296048;Lydia Aprinawati;CHILD
Q20278471;Mukhniarti Basko;Q124296162;Zico Basko;CHILD
Q20278471;Mukhniarti Basko;Q124296177;Rice Luxiana Basko;CHILD
Q20278471;Mukhniarti Basko;Q124296195;Rara Baswati;CHILD
Q20278471;Mukhniarti Basko;Q124296206;Sonya Novindasari;CHILD
Q20278471;Mukhniarti Basko;Q124296218;Wendoky Putra Basko;CHILD
Q20278471;Mukhniarti Basko;Q124296240;Irena Putri Basko;CHILD
Q3234938;Mulan Jameela;Q4695305;Ahmad Dhani;SPOUSE
Q3234938;Mulan Jameela;Q106696637;Safeea Ahmad;CHILD
Q25469499;Mulyadi Jayabaya;Q25465872;Iti Octavia Jayabaya;CHILD
Q25469499;Mulyadi Jayabaya;Q31174016;Mochamad Hasbi Asyidiki Jayabaya;CHILD
Q56223053;Munafri Arifuddin;Q104167618;Melinda Aksa Mahmud;SPOUSE
Q1953315;Munir Said Thalib;Q22350628;Suciwati;SPOUSE
Q136037999;Murad Aidit;Q124317192;Mailan;PARENT
Q136037999;Murad Aidit;Q108782375;Abdullah Aidit;PARENT
Q106659345;Murdaya Widyawimarta Poo;Q12515516;Siti Hartati Murdaya;SPOUSE
Q106659345;Murdaya Widyawimarta Poo;Q106670515;Karuna Murdaya;CHILD
Q106659345;Murdaya Widyawimarta Poo;Q106670523;Metta Murdaya;CHILD
Q106659345;Murdaya Widyawimarta Poo;Q106670530;Uppekha Murdaya;CHILD
Q12499710;Muslim Kasim;Q16187526;Kamil Bahren Pasha;CHILD
Q58344774;Mustofa Assegaf;Q3346474;Nurhayati Ali Assegaf;SIBLING
Q6943523;Mustofa Bisri;Q12476446;Bisri Mustofa;PARENT
Q12499735;Mutiara Sani;Q2489084;Asrul Sani;SPOUSE
Q12499735;Mutiara Sani;Q104181312;Saladin Sarumpaet;PARENT
Q12499735;Mutiara Sani;Q124289057;Syauki Sani;CHILD
Q12499735;Mutiara Sani;Q124289063;Zaki Sani;CHILD
Q12499735;Mutiara Sani;Q124289064;Gibran Sani;CHILD
Q12499735;Mutiara Sani;Q3420121;Ratna Sarumpaet;SIBLING
Q12499735;Mutiara Sani;Q104181322;Julia Hutabarat;PARENT
Q109861362;Muttiara T. Yasin;Q123895929;Astri Tiarasari Yasin;CHILD
Q109861362;Muttiara T. Yasin;Q61119223;Al Yasin Ali;SPOUSE
Q17410817;Muzni Zakaria;Q109443393;Suriati Muzni Zakaria;SPOUSE
Q1957089;Mário Viegas Carrascalão;Q26791923;Manuel Viegas Carrascalão;PARENT
Q17410820;Nabiel Al Musawa;Q15229052;Munzir bin Fuad Al-Musawa;SIBLING
Q392335;Nafa Urbach;Q13098651;Zack Lee;SPOUSE
Q392335;Nafa Urbach;Q25470686;Alam Urbach;SIBLING
Q12499835;Nafsiah Mboi;Q12475663;Ben Mboi;SPOUSE
Q12499835;Nafsiah Mboi;Q106903170;Andi Walinono;PARENT
Q12499835;Nafsiah Mboi;Q12482565;Erna Witoelar;SIBLING
Q12499835;Nafsiah Mboi;Q106903214;Rahmatiah Sonda Daeng Badji;PARENT
Q17410837;Nasrul Abit;Q123871415;Muchlis Yusuf Abit;SIBLING
Q17410844;Nazarudin Kiemas;Q106006556;Hamzathoen Roesyda;PARENT
Q17410844;Nazarudin Kiemas;Q106006553;Tjik Agus Kiemas;PARENT
Q12500221;Nazri Adlani;Q114681948;Muniaty Aisyah;CHILD
Q123871309;Neldaswenti;Q65204229;Zohirin Sayuti;SPOUSE
Q85993219;Nevi Zuairina;Q4213590;Irwan Prayitno;SPOUSE
Q85993219;Nevi Zuairina;Q123715014;Ibrahim Irwan Prayitno;CHILD
Q2257907;Nicolaas Jouwe;Q62913592;Nancy Jouwe;CHILD
Q109443385;Nikki Lauda Haryona;Q108901395;Hariadi;PARENT
Q109443385;Nikki Lauda Haryona;Q112875043;Erick Hariyona;SIBLING
Q109443385;Nikki Lauda Haryona;Q16176030;Emma Yohanna;PARENT
Q97307184;Nita Budhi Susanti;Q12499308;Mudaffar Sjah;SPOUSE
Q97307184;Nita Budhi Susanti;Q97306960;Ali Muhammad Tajul Mulk Putra Mudaffar Sjah;CHILD
Q97307184;Nita Budhi Susanti;Q97307127;Gajah Mada Satria Nagara Putra Mudaffar Sjah;CHILD
Q109541898;Novita Anakotta;Q109706416;Johan J. Lewerissa;SPOUSE
Q17410878;Nurbani Yusuf;Q115909906;Wahyu Kusumanegara;SPOUSE
Q17410878;Nurbani Yusuf;Q115909875;Kalsum binti Syam;PARENT
Q17410878;Nurbani Yusuf;Q115909849;Muhammad Yusuf;PARENT
Q12501020;Nurdin Tampubolon;Q96987974;Sondang Tiar Debora Tampubolon;CHILD
Q12501020;Nurdin Tampubolon;Q112739152;Randy Monthonaro Tampubolon;CHILD
Q96989175;Nurhayati;Q12516581;Suharso Monoarfa;SPOUSE
Q3346474;Nurhayati Ali Assegaf;Q58344774;Mustofa Assegaf;SIBLING
Q12501026;Nuri Shaden;Q12485675;Hikmal Abrar;SPOUSE
Q12501029;Nurmala Kartini Sjahrir;Q7659441;Syahrir;SPOUSE
Q12501029;Nurmala Kartini Sjahrir;Q106462718;Bonar Panjaitan;PARENT
Q12501029;Nurmala Kartini Sjahrir;Q97217964;Pandu Patria Sjahrir;CHILD
Q12501029;Nurmala Kartini Sjahrir;Q106462880;Gita Rusmida Sjahrir;CHILD
Q12501029;Nurmala Kartini Sjahrir;Q14917375;Luhut Binsar Panjaitan;SIBLING
Q12501029;Nurmala Kartini Sjahrir;Q106462717;Siti Frida Naiborhu;PARENT
Q123870980;Nurna Eva Karmila;Q17410685;Marfendi;SPOUSE
Q19729830;Nurseha;Q138314160;Sabatiar Noor;PARENT
Q19729830;Nurseha;Q138314157;M. Noor;PARENT
Q12501035;Nurul Arifin;Q97363554;Mayong Suryo Laksono;SPOUSE
Q106594957;Ny. Nurhayati Yasin Limpo;Q97590866;Dewie Yasin Limpo;CHILD
Q106594957;Ny. Nurhayati Yasin Limpo;Q106595002;Tenri Olle Yasin Limpo;CHILD
Q106594957;Ny. Nurhayati Yasin Limpo;Q106595008;Tenri Angka Yasin Limpo;CHILD
Q109726585;Ny. Titi Nazif Lubuk;Q79313457;Nazif Lubuk;SPOUSE
Q17410890;Oded Muhammad Danial;Q16182795;Sohibul Iman;SIBLING
Q17410890;Oded Muhammad Danial;Q123879721;Dede Muhamad Muharam;SIBLING
Q12501197;Oesman Sapta Odang;Q12507742;Raja Sapta Oktohari;CHILD
Q12501206;Oey Tjong Hauw;Q1272459;Oei Tiong Ham;PARENT
Q108901361;Ongku Parmonangan Hasibuan;Q123699509;AKBP Achiruddin Hasibuan;SIBLING
Q2591497;Paku Alam IX;Q2140777;Paku Alam VIII;PARENT
Q2591497;Paku Alam IX;Q22007292;Paku Alam X;CHILD
Q2140777;Paku Alam VIII;Q2266005;Paku Alam VII;PARENT
Q2140777;Paku Alam VIII;Q2591497;Paku Alam IX;CHILD
Q22007292;Paku Alam X;Q2591497;Paku Alam IX;PARENT
Q17410818;Panda Nababan;Q7262402;Putra Nababan;CHILD
Q17410818;Panda Nababan;Q116010629;Jonathan Laba Nababan;PARENT
Q17410818;Panda Nababan;Q12472666;Asmara Nababan;SIBLING
Q17410818;Panda Nababan;Q12509233;Soritua Albert Ernst Nababan;SIBLING
Q97217964;Pandu Patria Sjahrir;Q108910197;Ratna Marie Kartadjoemena;SPOUSE
Q97217964;Pandu Patria Sjahrir;Q12501029;Nurmala Kartini Sjahrir;PARENT
Q97217964;Pandu Patria Sjahrir;Q7659441;Syahrir;PARENT
Q112896270;Panji Mursyidan;Q12482416;Elviana;PARENT
Q11080357;Paskah Suzetta;Q108890730;Muhamad Eggi Hamzah;CHILD
Q109861511;Paulus Semuel Puttileihalat;Q119285268;Jacobus F. Puttileihalat;SIBLING
Q12503831;Paundrakarna;Q3335337;Mangkunegara IX;PARENT
Q12503831;Paundrakarna;Q100576896;Putri Agung Suniwati;SIBLING
Q12503831;Paundrakarna;Q100576913;Muhammad Putra Perwira Utama;SIBLING
Q12503831;Paundrakarna;Q106594462;Ancillasura Marina Sudjiwo;SIBLING
Q12503831;Paundrakarna;Q106594468;Bhre Cakrahutama Wira Sudjiwo;SIBLING
Q12503831;Paundrakarna;Q111197052;Mangkunegara X;SIBLING
Q12503831;Paundrakarna;Q12517042;Sukmawati Soekarnoputri;PARENT
Q56399371;Percha Leanpuri;Q16180910;Herman Deru;PARENT
Q28155006;Phoa Liong Gie;Q106203378;Tjoa Tjoh Nio;PARENT
Q28155006;Phoa Liong Gie;Q106203374;Phoa Kian Kie;PARENT
Q25467966;Piet Inkiriwang;Q123583249;Ellen Esther Pelealu;SPOUSE
Q25467966;Piet Inkiriwang;Q12523651;Verna Inkiriwang;CHILD
Q12505496;Piet Pagau;Q17411749;Rita Zahara;SPOUSE
Q97191948;Pilar Saga Ichsan;Q130347046;Raden Roro Truetami Ajeng Soediutomo;SPOUSE
Q97191948;Pilar Saga Ichsan;Q17410464;Ratu Tatu Chasanah;PARENT
Q12505908;Poempida Hidayatulloh;Q16176665;Fahrina Fahmi Idris;SPOUSE
Q2107268;Prabowo Subianto;Q12515517;Titiek Soeharto;SPOUSE
Q2107268;Prabowo Subianto;Q7553510;Soemitro Djojohadikoesoemo;PARENT
Q2107268;Prabowo Subianto;Q17411355;Dora Marie Sigar;PARENT
Q2107268;Prabowo Subianto;Q17410486;Didit Hediprasetyo;CHILD
Q2107268;Prabowo Subianto;Q12485398;Hashim Djojohadikusumo;SIBLING
Q12506310;Prabu Revolusi;Q17411765;Zee Zee Shahab;SPOUSE
Q12506342;Pramono Anung;Q107564265;Hanindhito Himawan Pramana;CHILD
Q7238276;Pramono Edhie Wibowo;Q7424827;Sarwo Edhie Wibowo;PARENT
Q7238276;Pramono Edhie Wibowo;Q4200758;Kristiani Herrawati;SIBLING
Q49256793;Prananda Surya Paloh;Q127790372;Rosita Barack;PARENT
Q49256793;Prananda Surya Paloh;Q7647367;Surya Paloh;PARENT
Q4378323;Prijono;Q6056702;Ami Prijono;CHILD
Q12506459;Primus Yustisio;Q11222168;Jihan Fahira;SPOUSE
Q15646541;Puan Maharani;Q4201140;Taufiq Kiemas;PARENT
Q15646541;Puan Maharani;Q96602131;Q96602131;SPOUSE
Q15646541;Puan Maharani;Q100573485;Diah Pikatan Orissa Putri Hapsari;CHILD
Q15646541;Puan Maharani;Q100573617;Praba Diwangkara Caraka Putra Soma;CHILD
Q15646541;Puan Maharani;Q76179;Megawati Soekarnoputri;PARENT
Q25466584;Purbodiningrat;Q16188497;Maduretno;SPOUSE
Q96988370;Puteri Anetta Komarudin;Q18421322;Ade Komarudin;PARENT
Q12507435;Puti Guntur Soekarno;Q49247960;Guntur Soekarnoputra;PARENT
Q18421415;Putih Sari;Q19743834;Haryanto Taslam;PARENT
Q7262402;Putra Nababan;Q17410818;Panda Nababan;PARENT
Q25457667;Putri Kuswisnu Wardani;Q12498992;Mooryati Soedibyo;PARENT
Q124160461;Putri Zulkifli Hasan;Q4260406;Zulkifli Hasan;PARENT
Q124160461;Putri Zulkifli Hasan;Q16164694;Ahmad Mumtaz Rais;SPOUSE
Q17410972;Putu Agus Suradnyana;Q122790731;I Gusti Ayu Aries Sujati;SPOUSE
Q12507499;Qausar Harta Yudana;Q4206849;Masayu Clara;SPOUSE
Q12507600;Rachmawati Soekarnoputri;Q76179;Megawati Soekarnoputri;SIBLING
Q12507600;Rachmawati Soekarnoputri;Q4264069;Guruh Soekarnoputra;SIBLING
Q12507600;Rachmawati Soekarnoputri;Q12517042;Sukmawati Soekarnoputri;SIBLING
Q12507600;Rachmawati Soekarnoputri;Q15646490;Kartika Sari Dewi Soekarno;SIBLING
Q12507600;Rachmawati Soekarnoputri;Q49247960;Guntur Soekarnoputra;SIBLING
Q12507600;Rachmawati Soekarnoputri;Q76127;Sukarno;PARENT
Q12507600;Rachmawati Soekarnoputri;Q12481493;Dicky Suprapto;SPOUSE
Q12507600;Rachmawati Soekarnoputri;Q468519;Fatmawati;PARENT
Q12507600;Rachmawati Soekarnoputri;Q18421337;Didi Mahardika;CHILD
Q12507600;Rachmawati Soekarnoputri;Q95978275;Hendra Romy Rahtomo;CHILD
Q3569429;Raden Aria Adipati Wiranatakoesoema;Q12518361;Syarifah Nawawi;SPOUSE
Q3569429;Raden Aria Adipati Wiranatakoesoema;Q16188009;Kusumahdilaga;PARENT
Q3569429;Raden Aria Adipati Wiranatakoesoema;Q12498502;Mien Soedarpo;CHILD
Q3569429;Raden Aria Adipati Wiranatakoesoema;Q19745231;Wiranatakusumah VI;CHILD
Q3569429;Raden Aria Adipati Wiranatakoesoema;Q106738915;RA Amalia Wiranatakusumah;CHILD
Q19731920;Rahayu Saraswati;Q98635249;Harwendro Adityo Dewanto;SPOUSE
Q19731920;Rahayu Saraswati;Q12485398;Hashim Djojohadikusumo;PARENT
Q19731920;Rahayu Saraswati;Q98635248;Indra Djojohadikusumo;SIBLING
Q19731920;Rahayu Saraswati;Q98713645;Anie Hashim Djojohadikusumo;PARENT
Q25469565;Rahmad Mas'ud;Q111596749;Mas'ud;PARENT
Q25469565;Rahmad Mas'ud;Q111596828;Cindara Rahmad;CHILD
Q25469565;Rahmad Mas'ud;Q61118413;Abdul Gafur Mas'ud;SIBLING
Q25469565;Rahmad Mas'ud;Q96988704;Rudy Mas'ud;SIBLING
Q13257554;Rahmah El Yunusiyyah;Q19745404;Zainuddin Labay El Yunusy;SIBLING
Q13257554;Rahmah El Yunusiyyah;Q137160484;Riahanah;SIBLING
Q13257554;Rahmah El Yunusiyyah;Q137160512;Mariah El Yunusiyah;SIBLING
Q13257554;Rahmah El Yunusiyyah;Q124149943;Muhammad Yunus al-Khalidiyah;PARENT
Q13257554;Rahmah El Yunusiyyah;Q124149962;Rafiah;PARENT
Q25466277;Rahmat Effendi;Q123152749;Ade Puspitasari;CHILD
Q19752642;Rahmat Yasin;Q96989170;Elly Rachmat Yasin;SPOUSE
Q19752642;Rahmat Yasin;Q56161334;Ade Yasin;SIBLING
Q12507742;Raja Sapta Oktohari;Q12501197;Oesman Sapta Odang;PARENT
Q19944135;Ramzi;Q31174060;Avi Basalamah;SPOUSE
Q517317;Rano Karno;Q106077835;Dewi Indriati;SPOUSE
Q517317;Rano Karno;Q3747301;Soekarno M. Noer;PARENT
Q517317;Rano Karno;Q12518242;Suti Karno;SIBLING
Q517317;Rano Karno;Q16187597;Tino Karno;SIBLING
Q517317;Rano Karno;Q106077725;Raka Widyarma;CHILD
Q517317;Rano Karno;Q106077787;Deanti Rakasiwi;CHILD
Q12508123;Rasidin;Q130485137;Johanizoen;SPOUSE
Q7295346;Rasuna Said;Q107563597;Duski Samad;SPOUSE
Q7295346;Rasuna Said;Q130376484;Auda Zaschkya;CHILD
Q96989087;Ratih Megasari Singkarru;Q105970796;Rita Puspita;PARENT
Q96989087;Ratih Megasari Singkarru;Q105970781;Kiagoos Herling Kamaludin;SPOUSE
Q96989087;Ratih Megasari Singkarru;Q85988791;Andri Singkarru;SIBLING
Q96989087;Ratih Megasari Singkarru;Q105970755;Dirga Adhi Putra Singkarru;SIBLING
Q96989087;Ratih Megasari Singkarru;Q105970746;Hendra S. Singkarru;PARENT
Q12508165;Ratih Sanggarwati;Q4262885;Suyadi;SPOUSE
Q7296050;Ratu Atut Chosiyah;Q15620237;Hikmat Tomet;SPOUSE
Q7296050;Ratu Atut Chosiyah;Q25469489;Chasan Sochib;PARENT
Q7296050;Ratu Atut Chosiyah;Q16167068;Andika Hazrumy;CHILD
Q7296050;Ratu Atut Chosiyah;Q85988757;Andiara Aprilia Hikmat;CHILD
Q7296050;Ratu Atut Chosiyah;Q94158453;Wasiah Samsudin;PARENT
Q109439264;Ratu Munawaroh;Q17410879;Zulkifli Nurdin;SPOUSE
Q17410464;Ratu Tatu Chasanah;Q97191948;Pilar Saga Ichsan;CHILD
Q17410464;Ratu Tatu Chasanah;Q94158453;Wasiah Samsudin;PARENT
Q17410464;Ratu Tatu Chasanah;Q25469489;Chasan Sochib;PARENT
Q4263173;Ray Sahetapy;Q13092684;Dewi Yull;SPOUSE
Q4263173;Ray Sahetapy;Q97523942;Surya Sahetapy;CHILD
Q65210351;Redianto Heru Nurcahyo;Q12515245;Singgih (jaksa agung);PARENT
Q115116931;Reido Deskumar;Q115116944;Dalif Kumar Datuk Putiah;PARENT
Q49253488;Remigo Yolando Berutu;Q120498864;Valentin Berutu;PARENT
Q18342668;Retno Marsudi;Q111367951;Agus Marsudi;SPOUSE
Q18342668;Retno Marsudi;Q111472682;Dyota Marsudi;CHILD
Q6107468;Reza Artamevia;Q4683174;Adjie Massaid;SPOUSE
Q56417066;Ridwan Bae;Q109861489;La Ode Muh. Ihsan Taufik Ridwan;CHILD
Q7333042;Ridwan Kamil;Q120203438;Atalia Praratya;SPOUSE
Q7333042;Ridwan Kamil;Q25461340;Atje Misbach Muhjiddin;PARENT
Q7333042;Ridwan Kamil;Q112605000;Emmeril Kahn Mumtadz;CHILD
Q1662135;Rieke Diah Pitaloka;Q20426450;Donny Gahral Adian;SPOUSE
Q96987697;Riezky Aprilia;Q12508613;Riduan Effendi;PARENT
Q6856490;Rini Mariani Soemarno Soewandi;Q19752816;Soemarno;PARENT
Q123709834;Rino Wicaksono;Q112038025;Nun Zairina;PARENT
Q123709834;Rino Wicaksono;Q124624174;Raden Mas Sarono Soenjono;PARENT
Q108775749;Rita Zahara;Q96989526;Muhammad Nasir;SIBLING
Q107546790;Ritchie Ismail;Q17411182;Syahnaz Sadiqah;SPOUSE
Q12508767;Riza Falepi;Q120954690;Henny Yusnita Zubir;SPOUSE
Q93388029;Rizki Aulia Rahman Natakusumah;Q109449644;Rizka Amalia R Natakusumah;SIBLING
Q93388029;Rizki Aulia Rahman Natakusumah;Q25469477;Irna Narulita;PARENT
Q93388029;Rizki Aulia Rahman Natakusumah;Q26236960;Beby Tsabina;SPOUSE
Q93388029;Rizki Aulia Rahman Natakusumah;Q17410841;Achmad Dimyati Natakusumah;PARENT
Q120203376;Rob Clinton Kardinal;Q19317576;Chelsea Islan;SPOUSE
Q96988731;Robert Joppy Kardinal;Q120203376;Rob Clinton Kardinal;CHILD
Q5785926;Ronnie Sianturi;Q5710784;Atiek CB;SPOUSE
Q17411117;Roosdinal Salim;Q4187311;Emil Salim;PARENT
Q123891590;Royke W. Kaloh;Q12523651;Verna Inkiriwang;SPOUSE
Q61118739;Rubaeti Erlita;Q123887063;Prabasa Anantatur;SPOUSE
Q109438126;Rudi Hariyansyah;Q123116978;Toni Firmansyah;SIBLING
