kode_politikus;politikus;kode_pendidikan;pendidikan
Q5564287;Giring Ganesha;Q19735212;SMA Negeri 34 Jakarta
Q109437606;Girry Pratama;Q4250926;Universitas Trisakti
Q109437606;Girry Pratama;Q7683446;Universitas Tanjungpura
Q16178632;Grace Natalie;Q12486643;Institut Bisnis dan Informatika Indonesia
Q137803090;Gugum Ridho Putra;Q534515;Universitas Indonesia
Q4264069;Guruh Soekarnoputra;Q1579397;Institut Teknologi Bandung
Q4264069;Guruh Soekarnoputra;Q19732714;Sekolah Tinggi Ilmu Administrasi Mandala Indonesia
Q31174037;Gus Irawan Pasaribu;Q12510348;SMA Negeri 1 Medan
Q31174037;Gus Irawan Pasaribu;Q19739892;SMP Negeri 1 Medan
Q31174037;Gus Irawan Pasaribu;Q97570549;Pasca Sarjana Universitas Sumatera Utara
Q25463291;Gusmal;Q7603634;Universitas Negeri Padang
Q96989458;Guspardi Gaus;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q96989458;Guspardi Gaus;Q19744761;Universitas Bung Hatta
Q96989458;Guspardi Gaus;Q109921406;IAIN Imam Bonjol Padang
Q25470308;Gusril Pausi;Q25457659;Universitas Prof Dr Hazairin SH
Q16179094;Gusti Farid Hasan Aman;Q1145992;Universitas Gadjah Mada
Q16179132;Gusti Iskandar Sukma Alamsyah;Q12523340;Universitas Islam Kalimantan Muhammad Arsyad Al-Banjary
Q7344813;Gusti Kanjeng Ratu Hemas;Q4250926;Universitas Trisakti
Q19943366;Gutomo;Q12471193;Akademi Angkatan Udara
Q16179224;H. Rakhmat;Q534515;Universitas Indonesia
Q5628011;H. S. Dillon;Q49115;Universitas Cornell
Q5628011;H. S. Dillon;Q5171560;Cornell University College of Agriculture and Life Sciences
Q109442533;H. Salman Alfarisi;Q1141959;Universitas Islam Madinah
Q7553490;H. Soekarwo;Q1494353;Universitas Airlangga
Q7553490;H. Soekarwo;Q4200627;Universitas Diponegoro
Q7553490;H. Soekarwo;Q7896370;Universitas Surabaya
Q28724412;HM. Tata Endrataka;Q12471193;Akademi Angkatan Udara
Q85991292;Habiburokhman;Q534515;Universitas Indonesia
Q56399011;Hadi Mulyadi;Q478044;Universitas Hasanuddin
Q97590559;Hadi Zainal Abidin;Q1494353;Universitas Airlangga
Q97590559;Hadi Zainal Abidin;Q13098259;Universitas Merdeka Malang
Q97590559;Hadi Zainal Abidin;Q97570359;Universitas Teknologi Surabaya
Q109440613;Hadianto Rasyid;Q4208174;Pondok Pesantren Wali Songo Ngabar
Q12485056;Haeny Relawati Rini Widyastuti;Q1145992;Universitas Gadjah Mada
Q96989478;Haerudin;Q4854741;Universitas Islam Bandung
Q96989478;Haerudin;Q97598324;STAIPI Bandung
Q97590774;Haerul Saleh;Q28950168;Universitas Satria Makassar
Q16179502;Haifan;Q350752;Universitas Islam Indonesia
Q12485153;Hamdan Zoelva;Q478044;Universitas Hasanuddin
Q12485153;Hamdan Zoelva;Q3181122;Universitas Padjadjaran
Q17410556;Hamdanus;Q534515;Universitas Indonesia
Q97590545;Hamdhani;Q7894418;Universitas Nasional
Q76227;Hamengkubuwana IX;Q156598;Universitas Leiden
Q76227;Hamengkubuwana IX;Q57046996;Stedelijk Gymnasium Haarlem
Q2669342;Hamengkubuwana X;Q1145992;Universitas Gadjah Mada
Q16179258;Hamid Abdullah;Q1896627;Universitas Lambung Mangkurat
Q96988714;Hamka Baco Kady;Q478044;Universitas Hasanuddin
Q49255445;Hamka Haq;Q12522872;UIN Alauddin Makassar
Q49255445;Hamka Haq;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q72845646;Hana Hasanah Shahab;Q12486647;Institut Ilmu Sosial dan Ilmu Politik Jakarta
Q72845646;Hana Hasanah Shahab;Q19735212;SMA Negeri 34 Jakarta
Q25466083;Hanan A. Rozak;Q2306715;Institut Pertanian Bogor
Q97590551;Handayani;Q4027436;Politeknik Negeri Padang
Q97590818;Hang Ali Saputra Syah Pahan;Q7896055;Universitas Palangka Raya
Q107564265;Hanindhito Himawan Pramana;Q1145992;Universitas Gadjah Mada
Q107564265;Hanindhito Himawan Pramana;Q19739792;SMP Labschool Kebayoran
Q96989463;Hanna Gayatri;Q12523355;Universitas Jayabaya
Q7347498;Hanum Salsabiela Rais;Q1145992;Universitas Gadjah Mada
Q16179892;Hardisoesilo;Q1579397;Institut Teknologi Bandung
Q16179892;Hardisoesilo;Q3181122;Universitas Padjadjaran
Q24285806;Hardjantho Soemodisastro;Q12523282;Universitas 17 Agustus 1945 Jakarta
Q109437225;Hargianto;Q12471192;Akademi Angkatan Laut
Q12485293;Hari Sabarno;Q10862512;Akademi Militer
Q25463299;Harma Zaldi;Q280361;Universitas Andalas
Q96987574;Harry Poernomo;Q1579397;Institut Teknologi Bandung
Q12485356;Hartanto Edhie Wibowo;Q861888;Universitas Negeri Oregon
Q12485357;Hartarto Sastrosoenarto;Q1579397;Institut Teknologi Bandung
Q25464103;Hartomo;Q10862512;Akademi Militer
Q1587648;Hartono Rekso Dharsono;Q1579397;Institut Teknologi Bandung
Q12485367;Harun Kamil;Q534515;Universitas Indonesia
Q12485373;Hary Tanoesoedibjo;Q627969;University of Ottawa
Q12485373;Hary Tanoesoedibjo;Q1041737;Universitas Carleton
Q16180238;Haryanto;Q28954262;Universitas 17 Agustus 1945 Semarang
Q12485374;Haryanto Dhanutirto;Q1579397;Institut Teknologi Bandung
Q25464083;Hasan Aminuddin;Q13098259;Universitas Merdeka Malang
Q10860050;Hasan Basri Agus;Q4200341;Universitas Sumatera Utara
Q12485387;Hasan Basri Durin;Q1145992;Universitas Gadjah Mada
Q123714726;Hasan Basri Sagala;Q534515;Universitas Indonesia
Q123714726;Hasan Basri Sagala;Q12486122;Universitas Islam Negeri Sumatera Utara
Q123714726;Hasan Basri Sagala;Q123387671;SMA Negeri 1 Kotapinang
Q123714726;Hasan Basri Sagala;Q123772853;SMP Negeri 1 Kotapinang
Q123714726;Hasan Basri Sagala;Q124079002;SD Negeri 2 Kotapinang
Q123714726;Hasan Basri Sagala;Q125240465;MTs Islamiyah Kota Pinang
Q732439;Hasan Muhammad di Tiro;Q49088;Universitas Columbia
Q124366548;Hasan, S.Sos;Q7322177;Universitas Riau
Q120201972;Hasanuddin Darjo;Q3958218;Universitas Syiah Kuala
Q16180355;Hasanudin Murad;Q1896627;Universitas Lambung Mangkurat
Q5678668;Hasballah M. Saad;Q3958218;Universitas Syiah Kuala
Q96988742;Hasbi Anshory;Q12523301;Universitas Batanghari
Q123714940;Hasbil Mustaqim Lubis;Q12486657;Institut Teknologi Indonesia
Q96989077;Hasnah Syams;Q478044;Universitas Hasanuddin
Q17410572;Hasnuryadi Sulaiman;Q1180978;Universitas Deakin
Q17410572;Hasnuryadi Sulaiman;Q1896627;Universitas Lambung Mangkurat
Q17410572;Hasnuryadi Sulaiman;Q12510569;SMA Negeri 3 Kota Malang
Q12485416;Hasrul Azwar;Q4200341;Universitas Sumatera Utara
Q16162367;Hassan Ahsan Malik;Q534515;Universitas Indonesia
Q183581;Hassan Wirajuda;Q49120;Universitas Tufts
Q183581;Hassan Wirajuda;Q49122;Fakultas Hukum Universitas Harvard
Q183581;Hassan Wirajuda;Q213439;Universitas Virginia
Q183581;Hassan Wirajuda;Q534515;Universitas Indonesia
Q5680756;Hasyim Muzadi;Q12506117;Pondok Modern Darussalam Gontor
Q5680756;Hasyim Muzadi;Q14917501;UIN Maulana Malik Ibrahim
Q4201732;Hatta Rajasa;Q1579397;Institut Teknologi Bandung
Q49253567;Hefriansyah Noor;Q19744816;Universitas Muhammadiyah Sumatera Utara
Q109433244;Helldy Agustian;Q19749142;Universitas Pancasila
Q16180524;Helmi Budiman;Q3181122;Universitas Padjadjaran
Q25466119;Helmi Hasan;Q7481592;Universitas Bengkulu
Q12485528;Helmy Faishal Zaini;Q12523315;Universitas Darul 'Ulum
Q28724378;Helmy Fauzy;Q3181122;Universitas Padjadjaran
Q5713108;Hendardji Soepandji;Q10862512;Akademi Militer
Q20278419;Hendra Irwan Rahim;Q280361;Universitas Andalas
Q16180611;Hendrar Prihadi;Q4200627;Universitas Diponegoro
Q17410575;Hendrawan Supratikno;Q833670;Katholieke Universiteit Leuven
Q17410575;Hendrawan Supratikno;Q1065414;Universitas Vrije Amsterdam
Q17410575;Hendrawan Supratikno;Q7426888;Universitas Kristen Satya Wacana
Q96987679;Hendrik Lewerissa;Q7896071;Universitas Pattimura
Q138469050;Hendrizal;Q7322177;Universitas Riau
Q138469050;Hendrizal;Q12523347;Universitas Islam Riau
Q109436659;Hendy Siswanto;Q3918;universitas
Q97590590;Henky Kurniadi;Q7896370;Universitas Surabaya
Q97590590;Henky Kurniadi;Q12523302;Universitas Bhayangkara
Q2311302;Henry Saragih;Q4200341;Universitas Sumatera Utara
Q25465772;Henry Yosodiningrat;Q350752;Universitas Islam Indonesia
Q65213473;Herdiat Sunarya;Q7476068;Universitas Pasundan
Q65213473;Herdiat Sunarya;Q13200125;SMP Negeri 1 Kawali
Q65213473;Herdiat Sunarya;Q31787633;SMA Negeri 1 Ciamis
Q65213473;Herdiat Sunarya;Q124200097;SD Negeri 1 Kawali
Q16180831;Heri Akhmadi;Q49115;Universitas Cornell
Q16180831;Heri Akhmadi;Q168000;Universitas Amerika
Q16180831;Heri Akhmadi;Q1579397;Institut Teknologi Bandung
Q25467316;Heri Amalindo;Q4200297;Universitas Sriwijaya
Q123221617;Heri Gunawan;Q5317233;Universitas Kristen Duta Wacana
Q123152773;Heri Koswara;Q1444125;Universitas Nasional Malaysia
Q123152773;Heri Koswara;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q123152773;Heri Koswara;Q125914672;Pondok Pesantren El-Nur El-Kasysyaf
Q6696761;Herling Laoh;Q1579397;Institut Teknologi Bandung
Q16180861;Herlini Amran;Q534515;Universitas Indonesia
Q12485589;Herman Abdullah;Q280361;Universitas Andalas
Q12485590;Herman Darnel Ibrahim;Q1579397;Institut Teknologi Bandung
Q19745880;Herman HN;Q12523297;Universitas Bandar Lampung
Q12485593;Herman Johannes;Q1145992;Universitas Gadjah Mada
Q12485593;Herman Johannes;Q1579397;Institut Teknologi Bandung
Q96989554;Herman Khaeron;Q2306715;Institut Pertanian Bogor
Q96989554;Herman Khaeron;Q4854741;Universitas Islam Bandung
Q96989554;Herman Khaeron;Q97596279;SMP Negeri 4 Karawang
Q19745402;Herman Widyananda;Q7452397;Institut Teknologi Sepuluh Nopember
Q16181001;Hermanto;Q2306715;Institut Pertanian Bogor
Q16181001;Hermanto;Q97577617;STM IMMI
Q16181001;Hermanto;Q97577684;SMP Negeri 22 Jakarta
Q109442849;Heroe Poerwadi;Q1145992;Universitas Gadjah Mada
Q12485613;Heru Cokro;Q534515;Universitas Indonesia
Q12485617;Heru Sudjatmoko;Q4200627;Universitas Diponegoro
Q109433796;Herybertus G.L. Nabit;Q12486643;Institut Bisnis dan Informatika Indonesia
Q96988706;Hetifah Sjaifudian;Q15575;Universitas Flinders
Q96988706;Hetifah Sjaifudian;Q738236;Universitas Nasional Singapura
Q96988706;Hetifah Sjaifudian;Q1579397;Institut Teknologi Bandung
Q96988706;Hetifah Sjaifudian;Q12510564;SMA Negeri 3 Jakarta
Q109439652;Hevearita Gunaryanti Rahayu;Q12523429;"Universitas Pembangunan Nasional ""Veteran"" Yogyakarta"
Q108889240;Hidayani Fazriah;Q534515;Universitas Indonesia
Q49250658;Hidayat;Q12523473;Universitas Tadulako
Q123870723;Hidayat;Q280361;Universitas Andalas
Q123870723;Hidayat;Q12510660;SMA Negeri 6 Padang
Q123870723;Hidayat;Q12523322;Universitas Ekasakti
Q123870723;Hidayat;Q109332412;SD Negeri 1 Sijunjung
Q123870723;Hidayat;Q117449250;SMP Negeri 1 Sijunjung
Q16181271;Hidayat Arsani;Q109919364;STIE IBEK Pangkalpinang Bangka
Q16181271;Hidayat Arsani;Q123395804;SMK Negeri 1 Pangkalpinang
Q4115277;Hidayat Nur Wahid;Q1141959;Universitas Islam Madinah
Q4115277;Hidayat Nur Wahid;Q12506117;Pondok Modern Darussalam Gontor
Q85991548;Hidayatullah;Q4200341;Universitas Sumatera Utara
Q15620237;Hikmat Tomet;Q1579397;Institut Teknologi Bandung
Q20278425;Hilarius Duha;Q7894412;Universitas Kristen Indonesia
Q96989068;Hillary Brigitta Lasut;Q1847733;Universitas Pelita Harapan
Q96987526;Himmatul Aliyah;Q534515;Universitas Indonesia
Q96987526;Himmatul Aliyah;Q12523352;Universitas Islam Syekh Yusuf Tangerang
Q85991574;Hipdizah;Q10862512;Akademi Militer
Q25470183;Hironimus Rompas Makagansa;Q7408055;Universitas Sam Ratulangi
Q97590598;Honing Sanny;Q1145992;Universitas Gadjah Mada
Q49250648;Hugua;Q5643706;Universitas Haluoleo
Q25542579;Husnan Bey Fananie;Q156598;Universitas Leiden
Q25542579;Husnan Bey Fananie;Q1549932;Universitas Punjab
Q116867882;Husnie Hentihu;Q7896071;Universitas Pattimura
Q16181764;Huzrin Hood;Q12523371;Universitas Lancang Kuning
Q96988052;I G N Kesuma Kelakan;Q1573634;Universitas Udayana
Q109433779;I Gede Ngurah Patriana Krisna;Q1573634;Universitas Udayana
Q18421308;I Gede Pasek Suardika;Q1336952;Universitas Brawijaya
Q25463339;I Gede Winasa;Q1494353;Universitas Airlangga
Q96988058;I Gusti Agung Rai Wirajaya;Q1517021;Universitas Western Australia
Q96988058;I Gusti Agung Rai Wirajaya;Q12523434;Universitas Pendidikan Nasional
Q96988058;I Gusti Agung Rai Wirajaya;Q19734681;SMA Negeri 1 Denpasar
Q72117992;I Gusti Ayu Bintang Darmawati;Q1573634;Universitas Udayana
Q72117992;I Gusti Ayu Bintang Darmawati;Q19735196;SMA Negeri 3 Denpasar
Q72117992;I Gusti Ayu Bintang Darmawati;Q28950140;Universitas Ngurah Rai
Q102984055;I Gusti Ngurah Jaya Negara;Q12523434;Universitas Pendidikan Nasional
Q109435992;I Kadek Agus Arya Wibawa;Q12523434;Universitas Pendidikan Nasional
Q109564085;I Ketut Kariyasa Adnyana;Q1573634;Universitas Udayana
Q1610713;I Made Mangku Pastika;Q17997867;Akademi Kepolisian
Q136788623;I Made Suwendha;Q30294464;Universitas Mahendradatta
Q96988049;I Made Urip;Q12523455;Universitas Satyagama
Q96988049;I Made Urip;Q19746168;Universitas Mahasaraswati Denpasar
Q107573616;I Nengah Tamba;Q1573634;Universitas Udayana
Q65209883;I Putu Sudiartana;Q64879856;SMA Negeri 1 Abiansemal
Q65209883;I Putu Sudiartana;Q64879864;SMP Negeri 1 Abiansemal
Q109432816;I Wayan Diar;Q1573634;Universitas Udayana
Q54805204;I Wayan Koster;Q1579397;Institut Teknologi Bandung
Q54805204;I Wayan Koster;Q12712165;Universitas Negeri Jakarta
Q96988056;I Wayan Sudirta;Q1336952;Universitas Brawijaya
Q12486135;IGK Manila;Q10862512;Akademi Militer
Q17410591;Ibnu Aqil D. Ghani;Q7603634;Universitas Negeri Padang
Q132662384;Ibnu Asis;Q280361;Universitas Andalas
Q132662384;Ibnu Asis;Q12510248;SMA Negeri 1 Ampek Angkek
Q132662384;Ibnu Asis;Q25467218;SMP Negeri 8 Bandung
Q18421362;Ibnu Munzir;Q7603607;Universitas Negeri Makassar
Q123715014;Ibrahim Irwan Prayitno;Q534515;Universitas Indonesia
Q123715014;Ibrahim Irwan Prayitno;Q7391101;SMA Negeri 8 Jakarta
Q12486233;Ichsan Soelistio;Q2392351;Universitas Metropolitan Leeds
Q12486233;Ichsan Soelistio;Q7308519;Sekolah Regina Pacis
Q981536;Ida Anak Agung Gde Agung;Q19752649;Rechtshoogeschool te Batavia
Q13637491;Ida Bagus Mantra;Q1575044;Universitas Visva-Bharati
Q5986944;Ida Bagus Oka;Q1494353;Universitas Airlangga
Q138496296;Ida Bagus Oka Puniaatmaja;Q1573634;Universitas Udayana
Q97590765;Ida Bagus Putu Sukarta;Q28949971;Universitas Hindu Indonesia
Q97590765;Ida Bagus Putu Sukarta;Q100418801;Sekolah Tinggi Ilmu Manajemen Indonesia Handayani
Q97590765;Ida Bagus Putu Sukarta;Q100418860;SMA Perintis Denpasar
Q16731948;Ida Bagus Rai Dharmawijaya Mantra;Q1573634;Universitas Udayana
Q17410595;Ida Fauziyah;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q17410595;Ida Fauziyah;Q12523455;Universitas Satyagama
Q17410595;Ida Fauziyah;Q31778737;SMK Walisongo Jakarta
Q108890481;Ida Hastuti Listiantini;Q28950103;Universitas Mpu Tantular
Q109438104;Ida Oetari Poernamasasi;Q28724699;Sekolah Inspektur Polisi Sumber Sarjana
Q123290562;Idah Syahidah Rusli Habibie;Q7442749;Universitas Sebelas Maret
Q123290562;Idah Syahidah Rusli Habibie;Q12511211;SMP Negeri 6 Surakarta
Q123290562;Idah Syahidah Rusli Habibie;Q12513095;Sekolah Tinggi Kesejahteraan Sosial
Q6854752;Idham Chalid;Q12506117;Pondok Modern Darussalam Gontor
Q16182199;Idham Samawi;Q12510668;SMA Negeri 6 Yogyakarta
Q85991649;Idris Kadir;Q17997867;Akademi Kepolisian
Q96988335;Idris Laena;Q4250926;Universitas Trisakti
Q96988335;Idris Laena;Q12510229;SMA Negeri 15 Kota Semarang
Q16773556;Idrus Marham;Q11223593;Universitas Islam Negeri Walisongo
Q138458282;Ignasius Boli;Q31129606;Sekolah Tinggi Filsafat Katolik Ledalero
Q16182287;Ignasius Jonan;Q1073441;The Fletcher School of Law and Diplomacy
Q16182287;Ignasius Jonan;Q1494353;Universitas Airlangga
Q16182339;Ignatius Mulyono;Q10862512;Akademi Militer
Q96987692;Ihsan Yunus;Q866012;Universitas Queensland
Q96987692;Ihsan Yunus;Q7391101;SMA Negeri 8 Jakarta
Q25463680;Iing Syam Arifin;Q19751985;Institut Pemerintahan Dalam Negeri
Q109436661;Ikfina Fahmawati;Q1336952;Universitas Brawijaya
Q12486324;Ilham Arief Sirajuddin;Q478044;Universitas Hasanuddin
Q18342562;Imam Nahrawi;Q3181122;Universitas Padjadjaran
Q18342562;Imam Nahrawi;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q17410598;Imam Suroso;Q12523306;Universitas Bojonegoro
Q17410598;Imam Suroso;Q12523309;Universitas Bung Karno
Q108895229;Imanuel Ekadianus Blegur;Q7896000;Universitas Nusa Cendana
Q16182848;Imas Aryumningsih;Q12523289;Universitas Al-Ghifari
Q85991694;Imron Rosyadi;Q13098212;Universitas Islam Negeri Sunan Gunung Djati Bandung
Q96989100;Ina Elisabeth Kobak;Q4250926;Universitas Trisakti
Q96989100;Ina Elisabeth Kobak;Q12510454;SMA Negeri 1 Wamena
Q16182937;Indah Kurnia;Q12511053;SMP Negeri 1 Surabaya
Q20426522;Indah Putri Indriani;Q534515;Universitas Indonesia
Q97590819;Indira Chunda Thita Syahrul;Q478044;Universitas Hasanuddin
Q16183047;Indra;Q280361;Universitas Andalas
Q25469944;Indra Bambang Utoyo;Q1579397;Institut Teknologi Bandung
Q16183063;Indra Catri;Q1579397;Institut Teknologi Bandung
Q17410930;Indra J. Piliang;Q534515;Universitas Indonesia
Q97307587;Indra Junjungan Nasution;Q10862512;Akademi Militer
Q97590583;Indra P. Simatupang;Q1478723;Universitas La Trobe
Q97590583;Indra P. Simatupang;Q4250926;Universitas Trisakti
Q105348151;Indra Sahnun Lubis;Q4200341;Universitas Sumatera Utara
Q109430785;Indrata Nur Bayuaji;Q12511290;Sekolah Tinggi Bahasa Asing Malang
Q97590736;Indro Hananto;Q1336952;Universitas Brawijaya
Q18421427;Indroyono Soesilo;Q1579397;Institut Teknologi Bandung
Q25469561;Ineu Purwadewi Sundari;Q3181122;Universitas Padjadjaran
Q16187552;Inggrid Kansil;Q12486647;Institut Ilmu Sosial dan Ilmu Politik Jakarta
Q109432794;Ingkong Ala;Q6933777;Universitas Mulawarman
Q96989475;Intan Fauzi;Q472316;Universitas Nottingham
Q96989475;Intan Fauzi;Q534515;Universitas Indonesia
Q96989475;Intan Fauzi;Q12707341;SMA Negeri 70 Jakarta
Q16183334;Intsiawati Ayus;Q12523347;Universitas Islam Riau
Q25468666;Ipong Muchlissoni;Q12510329;SMA Negeri 1 Lamongan
Q109436592;Iraddatillah;Q280361;Universitas Andalas
Q17410604;Irdinansyah Tarmizi;Q16182620;Universitas Islam Negeri Imam Bonjol
Q18421340;Irene Manibuy;Q1494353;Universitas Airlangga
Q108855892;Irfan Aulia Syaiful;Q534515;Universitas Indonesia
Q108855892;Irfan Aulia Syaiful;Q3181122;Universitas Padjadjaran
Q25469560;Irfan Suryanagara;Q7894412;Universitas Kristen Indonesia
Q138471143;Irfan Zubaidy;Q1494353;Universitas Airlangga
Q25468217;Irfendi Arbi;Q280361;Universitas Andalas
Q16183494;Irgan Chairul Mahfiz;Q12510572;SMA Negeri 3 Medan
Q16183494;Irgan Chairul Mahfiz;Q12523355;Universitas Jayabaya
Q16183494;Irgan Chairul Mahfiz;Q12523376;Universitas Medan Area
Q12486770;Irianto MS Syafiuddin;Q3213529;Universitas Pendidikan Indonesia
Q96972764;Irine Yusiana Roba Putri;Q598841;Universitas Monash
Q96972764;Irine Yusiana Roba Putri;Q12510739;SMA Pangudi Luhur Van Lith
Q96972764;Irine Yusiana Roba Putri;Q14457713;Universitas Atma Jaya Yogyakarta
Q96972764;Irine Yusiana Roba Putri;Q97598785;SMP Sang Timur
Q96972764;Irine Yusiana Roba Putri;Q97598818;SD Budi Mulia Bogor
Q12486773;Irma Chaniago;Q19752732;Sekolah Tinggi Ilmu Manajemen Yayasan Keluarga Pahlawan Negara
Q12486773;Irma Chaniago;Q28725046;Universitas Putra Bangsa Kebumen
Q108889367;Irma Rahayu Nasution;Q4250926;Universitas Trisakti
Q25470630;Irmadi Lubis;Q64895246;SMA Taman Siswa
Q121492950;Irmawan;Q3958218;Universitas Syiah Kuala
Q121492950;Irmawan;Q12523376;Universitas Medan Area
Q121492950;Irmawan;Q97577573;SMP Negeri 1 Blangkejeren
Q25469477;Irna Narulita;Q12523323;Universitas Esa Unggul
Q16183553;Irsyad Syafar;Q3273657;Universitas Kuwait
Q16183553;Irsyad Syafar;Q7758687;The Public Authority for Applied Education and Training
Q16183553;Irsyad Syafar;Q10862378;Lembaga Ilmu Pengetahuan Islam dan Arab
Q16183553;Irsyad Syafar;Q72811494;MAN 2 Padang Panjang
Q16183553;Irsyad Syafar;Q123766785;MTs Negeri 1 Payakumbuh
Q16183567;Irsyad Yusuf;Q47927;Universitas Muhammadiyah Malang
Q105802786;Irwan Ardi Hasman;Q3181122;Universitas Padjadjaran
Q109436716;Irwan Bachtiar Rachmat;Q19745825;Universitas Gajayana
Q16183621;Irwan Fikri;Q280361;Universitas Andalas
Q4213590;Irwan Prayitno;Q534515;Universitas Indonesia
Q4213590;Irwan Prayitno;Q1458579;Universitas Putra Malaysia
Q4213590;Irwan Prayitno;Q12510575;SMA Negeri 3 Padang
Q4213590;Irwan Prayitno;Q19746602;SMP Negeri 1 Padang
Q25468899;Irwandi;Q12523404;Universitas Muhammadiyah Sumatera Barat
Q4131627;Irwandi Yusuf;Q861888;Universitas Negeri Oregon
Q16183649;Irzal Ilyas;Q12523443;Universitas Putra Indonesia
Q85991732;Isaac Marcus Pattipeilohy;Q10862512;Akademi Militer
Q16183705;Isaias Douw;Q3130435;Universitas Cenderawasih
Q49254080;Isdianto;Q12523318;Universitas Dr. Soetomo
Q12486797;Iskan Qolba Lubis;Q173959;Universitas Al-Azhar
Q97590836;Iskandar Dzulkarnain Syaichu;Q12510648;SMA Negeri 66 Jakarta
Q97590836;Iskandar Dzulkarnain Syaichu;Q12523366;Universitas Krisnadwipayana
Q97590576;Isma Yatun;Q534515;Universitas Indonesia
Q97590576;Isma Yatun;Q4200297;Universitas Sriwijaya
Q16183917;Ismet Amzis;Q280361;Universitas Andalas
Q17411432;Istu Hari Subagio;Q10862512;Akademi Militer
Q3155770;Isyana Bagoes Oka;Q534515;Universitas Indonesia
Q97590578;Itet Tridjajati Sumarijanto;Q534515;Universitas Indonesia
Q25465872;Iti Octavia Jayabaya;Q4250926;Universitas Trisakti
Q123304033;Itje Siti Dewi Kuraesin;Q3213529;Universitas Pendidikan Indonesia
Q123304033;Itje Siti Dewi Kuraesin;Q12511196;SMP Negeri 5 Bandung
Q123304033;Itje Siti Dewi Kuraesin;Q12523345;Universitas Islam Nusantara
Q123304033;Itje Siti Dewi Kuraesin;Q19734594;SMA Negeri 1 Bandung
Q59656267;Ivan Doly Gultom;Q117876;Universitas Pepperdine
Q10975733;Iwa Koesoemasoemantri;Q156598;Universitas Leiden
Q10975733;Iwa Koesoemasoemantri;Q1144000;Universitas Komunis Para Pekerja dari Timur
Q19728112;Iwan Kurniawan;Q12511116;SMP Negeri 2 Palangka Raya
Q19728112;Iwan Kurniawan;Q97570481;Universitas Tritunggal Surabaya
Q16184069;Iwan Sulandjana;Q12471190;Akademi Tentara Nasional Indonesia
Q104174572;Izaac Hindom;Q7428928;Hollandsch-Inlandsche School
Q11213335;J. B. Sumarlin;Q168756;Universitas California, Berkeley
Q11213335;J. B. Sumarlin;Q534515;Universitas Indonesia
Q98115354;Jacobus Luna;Q7683446;Universitas Tanjungpura
Q6183359;Jacobus Perviddya Solossa;Q1145992;Universitas Gadjah Mada
Q6183359;Jacobus Perviddya Solossa;Q3181122;Universitas Padjadjaran
Q6124428;Jaka Aryadipa Singgih;Q13371;Universitas Harvard
Q6124428;Jaka Aryadipa Singgih;Q49126;Sekolah Bisnis Universitas Harvard
Q6124428;Jaka Aryadipa Singgih;Q1474019;University of Hull
Q6124428;Jaka Aryadipa Singgih;Q1711558;University of Plymouth
Q56393467;Jalaludin Rakhmat;Q127990;Universitas Nasional Australia
Q56393467;Jalaludin Rakhmat;Q1136919;Iowa State University
Q56393467;Jalaludin Rakhmat;Q3181122;Universitas Padjadjaran
Q56393467;Jalaludin Rakhmat;Q12522872;UIN Alauddin Makassar
Q97590825;Jamaluddin Jafar;Q4250926;Universitas Trisakti
Q97590825;Jamaluddin Jafar;Q30294500;universitas yapis papua
Q138314999;Jamri;Q12486659;Institut Teknologi Medan
Q136008511;Jantje Wowiling Sajow;Q7408055;Universitas Sam Ratulangi
Q25469771;Jarot Winarno;Q534515;Universitas Indonesia
Q137425676;Jasin Usman Dilo;Q534515;Universitas Indonesia
Q137730944;Jaya Samaya Monong;Q7896055;Universitas Palangka Raya
Q96987319;Jazilul Fawaid;Q97223044;Universitas PTIQ Jakarta
Q65211779;Jefirstson Richset Riwu Kore;Q1847733;Universitas Pelita Harapan
Q65211779;Jefirstson Richset Riwu Kore;Q12523284;Universitas 17 Agustus 1945 Surabaya
Q65211779;Jefirstson Richset Riwu Kore;Q12523434;Universitas Pendidikan Nasional
Q96987553;Jefri Romdonny;Q25630027;Universitas Majalengka
Q109443461;Jelita Donal;Q173959;Universitas Al-Azhar
Q109443461;Jelita Donal;Q97234922;Perguruan Thawalib Padang Panjang
Q109443461;Jelita Donal;Q123766730;MTs Negeri 2 Padang Pariaman
Q4200552;Jero Wacik;Q534515;Universitas Indonesia
Q4200552;Jero Wacik;Q1579397;Institut Teknologi Bandung
Q72242117;Jessica Tanoesoedibjo;Q864450;Biola University
Q12487882;Jhoni Allen Marbun;Q2306715;Institut Pertanian Bogor
Q120202137;Jialyka Maharani;Q534515;Universitas Indonesia
Q120202137;Jialyka Maharani;Q12523305;Universitas Bina Darma
Q19737685;Johan Budi;Q534515;Universitas Indonesia
Q65213534;Johan Gonga;Q2308020;Universitas Katolik Indonesia Atma Jaya
Q2642883;Johannes Leimena;Q1934491;STOVIA
Q17410936;Johannes Suryo Prabowo;Q12471190;Akademi Tentara Nasional Indonesia
